sentences,cleaned_text,sentiment_value,word_count,category,cleaned_text_1,polarity
which values an economic employee and rational which,valu econom employe ration,0,8,Neutral,"['valu', 'econom', 'employe', 'ration']",0.0
values an organizational employee my concept of,valu organiz employe concept,0,7,Neutral,"['valu', 'organiz', 'employe', 'concept']",0.0
management is woven around an employee who is a,manag woven around employe,0,9,Neutral,"['manag', 'weave', 'employe']",0.0
technology person while the primal management school,technolog person primal manag school,0,7,Neutral,"['technolog', 'person', 'primal', 'manag', 'school']",0.0
recognizes people for their independence and rational,recogn peopl independ ration,0,7,Neutral,"['recogn', 'peopl', 'independ', 'ration']",0.0
management acknowledges them for their dependability i,manag acknowledg depend,0,7,Neutral,"['manag', 'acknowledg', 'depend']",0.0
value them for their interdependence whereas the primal,valu interdepend wherea primal,0,8,Neutral,"['valu', 'interdepend', 'wherea', 'primal']",0.0
manager champions independent enterprise and the,manag champion independ enterpris,0,6,Neutral,"['manag', 'champion', 'independ', 'enterpris']",0.0
rational manager serves cooperation i moot,ration manag serv cooper moot,0,6,Neutral,"['ration', 'manag', 'serv', 'cooper', 'moot']",0.0
interdependent joint ventures getting the forces together,interdepend joint ventur get forc togeth,0,7,Neutral,"['interdepend', 'joint', 'ventur', 'forc', 'togeth']",0.0
networking people resources time schedules costs and,network peopl resourc time schedul cost,0,7,Neutral,"['network', 'peopl', 'resourc', 'time', 'schedul', 'cost']",0.0
so on,,0,2,Neutral,[],0.0
abraham maslow was the first person to suggest the,abraham maslow first person suggest,0,9,Neutral,"['abraham', 'maslow', 'person', 'suggest']",0.25
new psychology of selfactualization at a conceptual level in,new psycholog selfactu conceptu level,0,9,Neutral,"['new', 'psycholog', 'selfactu', 'conceptu', 'level']",0.13636363636363635
europe rudolf steiner and reg revans developed this,europ rudolf steiner reg revan develop,0,8,Neutral,"['europ', 'rudolf', 'steiner', 'reg', 'revan', 'develop']",0.0
concept into the system of individual learning and,concept system individu learn,0,8,Neutral,"['concept', 'system', 'individu', 'learn']",0.0
organizational renewal the anglogerman management,organiz renew anglogerman manag,0,5,Neutral,"['organiz', 'renew', 'anglogerman', 'manag']",0.0
philosopher fritz schumacher introduced buddhist,philosoph fritz schumach introduc buddhist,0,5,Neutral,"['philosoph', 'fritz', 'schumach', 'introduc', 'buddhist']",0.0
economics and authored the concept of “small is,econom author concept small,0,8,Neutral,"['econom', 'author', 'concept', 'small']",-0.25
beautiful” in the indian subcontinent mahatma gandhi,beauti indian subcontin mahatma gandhi,3,7,Positive,"['beauti', 'indian', 'subcontin', 'mahatma', 'gandhi']",0.0
emphasized grass root level technology and put the,emphas grass root level technolog put,0,8,Neutral,"['empha', 'grass', 'root', 'level', 'technolog']",0.0
customer at the centre of the entire business activity jrd,custom centr entir busi activ jrd,0,10,Neutral,"['custom', 'centr', 'entir', 'busi', 'activ', 'jrd']",0.0
tata brought in progressdriven infrastructure dr homi,tata brought progressdriven infrastructur dr homi,0,7,Neutral,"['tata', 'bring', 'progressdriven', 'infrastructur', 'homi']",0.0
jehangir bhabha and prof vikram sarabhai launched the,jehangir bhabha prof vikram sarabhai launch,0,8,Neutral,"['jehangir', 'bhabha', 'prof', 'vikram', 'sarabhai', 'launch']",0.0
high technologybased atomic energy and space,high technologybas atom energi space,0,6,Neutral,"['high', 'technologybas', 'atom', 'energi', 'space']",0.16
programmes with a clearcut emphasis on the natural laws,programm clearcut emphasi natur law,1,9,Positive,"['programm', 'clearcut', 'emphasi', 'natur', 'law']",0.0
of totality and flow advancing the developmental,total flow advanc development,0,7,Neutral,"['total', 'flow', 'advanc', 'development']",0.0
philosophy of dr bhabha and prof sarabhai dr ms,philosophi dr bhabha prof sarabhai dr ms,0,9,Neutral,"['philosophi', 'bhabha', 'prof', 'sarabhai']",0.0
swaminathan ushered the green revolution into india,swaminathan usher green revolut india,0,7,Neutral,"['swaminathan', 'usher', 'green', 'revolut', 'india']",-0.2
working on another natural principle of integrity dr,work anoth natur principl integr dr,3,8,Positive,"['work', 'anoth', 'natur', 'principl', 'integr']",0.0
verghese kurien brought in a powerful cooperative,verghes kurien brought power cooper,2,7,Positive,"['verghe', 'kurien', 'bring', 'power', 'cooper']",0.0
movement through a revolution in the dairy industry prof,movement revolut dairi industri prof,0,9,Neutral,"['movement', 'revolut', 'dairi', 'industri', 'prof']",0.0
satish dhawan developed mission management concepts,satish dhawan develop mission manag concept,0,6,Neutral,"['satish', 'dhawan', 'develop', 'mission', 'manag', 'concept']",0.0
in space research these are but a few examples of,space research exampl,0,10,Neutral,"['space', 'research', 'exampl']",0.0
individuals who have not only articulated but also,individu articul also,0,8,Neutral,"['individu', 'articul']",0.0
implemented their ideas thus changing forever the face of,implement idea thu chang forev face,0,9,Neutral,"['implement', 'idea', 'thu', 'chang', 'forev', 'face']",0.0
research and business organizations all over the world,research busi organ world,0,8,Neutral,"['research', 'busi', 'organ', 'world']",0.0
in the igmdp i attempted to integrate the vision of prof,igmdp attempt integr vision prof,1,11,Positive,"['igmdp', 'attempt', 'integr', 'vision', 'prof']",0.0
sarabhai and the mission of prof dhawan by adapting the,sarabhai mission prof dhawan adapt,0,10,Neutral,"['sarabhai', 'mission', 'prof', 'dhawan', 'adapt']",0.0
high technology setting of dr brahm prakash’s space,high technolog set dr brahm prakash space,0,8,Neutral,"['high', 'technolog', 'set', 'brahm', 'prakash', 'space']",0.16
research i attempted to add the natural law of latency in,research attempt add natur law latenc,1,11,Positive,"['research', 'attempt', 'add', 'natur', 'law', 'latenc']",0.0
founding the indian guided missile programme in order to,found indian guid missil programm order,0,9,Neutral,"['find', 'indian', 'guid', 'missil', 'programm', 'order']",0.0
create a completely indigenous variety of technology,creat complet indigen varieti technolog,0,7,Neutral,"['creat', 'complet', 'indigen', 'varieti', 'technolog']",0.0
management let me use a metaphor to illuminate this,manag let use metaphor illumin,0,9,Neutral,"['manag', 'let', 'use', 'metaphor', 'illumin']",0.0
the tree of technology management takes root only if,tree technolog manag take root,0,9,Neutral,"['tree', 'technolog', 'manag', 'root']",0.0
there is the selfactualization of needs renewal,selfactu need renew,0,7,Neutral,"['selfactu', 'need', 'renew']",0.0
interdependence and natural flow the growth patterns are,interdepend natur flow growth pattern,3,8,Positive,"['interdepend', 'natur', 'flow', 'growth', 'pattern']",0.0
characteristic of the evolution process which means that,characterist evolut process mean,0,8,Neutral,"['characterist', 'evolut', 'process', 'mean']",-0.3125
things move in a combination of slow change and sudden,thing move combin slow chang sudden,0,10,Neutral,"['thing', 'combin', 'slow', 'chang', 'sudden']",-0.15000000000000002
transformation each transformation causes either a leap,transform transform caus either leap,0,7,Neutral,"['transform', 'transform', 'caus', 'leap']",0.0
into a new more complex level or a devastating crash to,new complex level devast crash,-4,11,Negative,"['new', 'complex', 'level', 'devast', 'crash']",-0.08181818181818182
some earlier level dominant models reach a certain peak,earlier level domin model reach certain peak,2,9,Positive,"['early', 'level', 'domin', 'model', 'reach', 'certain', 'peak']",0.10714285714285714
of success when they turn troublesome and the rate of,success turn troublesom rate,2,10,Positive,"['success', 'turn', 'troublesom', 'rate']",0.3
change always accelerates,chang alway acceler,0,3,Neutral,"['chang', 'alway', 'acceler']",0.0
the stem of the tree is the molecular structure in which,stem tree molecular structur,0,11,Neutral,"['stem', 'tree', 'molecular', 'structur']",0.0
all actions are formative all policies are normative and all,action form polici norm,0,10,Neutral,"['action', 'form', 'polici', 'norm']",0.1
decisions are integrative the branches of this tree are,decis integr branch tree,0,9,Neutral,"['decis', 'integr', 'branch', 'tree']",0.0
resources assets operations and products which are,resourc asset oper product,2,7,Positive,"['resourc', 'asset', 'oper', 'product']",0.0
nourished by the stem through a continuous performance,nourish stem continu perform,0,8,Neutral,"['nourish', 'stem', 'continu', 'perform']",0.0
evaluation and corrective update,evalu correct updat,0,4,Neutral,"['evalu', 'correct', 'updat']",0.0
this tree of technology management if carefully tended,tree technolog manag care tend,2,8,Positive,"['tree', 'technolog', 'manag', 'care', 'tend']",0.0
bears the fruits of an adaptive infrastructure technological,bear fruit adapt infrastructur technolog,0,8,Neutral,"['bear', 'fruit', 'adapt', 'infrastructur', 'technolog']",0.0
empowerment of the institutions the generation of technical,empower institut gener technic,0,8,Neutral,"['empower', 'institut', 'gener', 'technic']",0.0
skills among people and finally selfreliance of the nation,skill among peopl final selfreli nation,0,9,Neutral,"['skill', 'peopl', 'final', 'selfreli', 'nation']",0.0
and improvement in the quality of life of its citizenry,improv qualiti life citizenri,2,10,Positive,"['improv', 'qualiti', 'life', 'citizenri']",0.0
when igmdp was sanctioned in 1983 we did not have,igmdp sanction,0,10,Neutral,"['igmdp', 'sanction']",0.0
an adequate technology base a few pockets of expertise,adequ technolog base pocket expertis,1,9,Positive,"['adequ', 'technolog', 'base', 'pocket', 'expertis']",-0.8
were available but we lacked the authority to utilize that,avail lack author util,-1,10,Negative,"['avail', 'lack', 'author', 'util']",0.0
expert technology the multiproject environment of the,expert technolog multiproject environ,0,7,Neutral,"['expert', 'technolog', 'multiproject', 'environ']",0.0
programme provided a challenge for five advanced missile,programm provid challeng five advanc missil,0,8,Neutral,"['programm', 'provid', 'challeng', 'advanc', 'missil']",0.0
systems had to be simultaneously developed this,system simultan develop,0,7,Neutral,"['system', 'simultan', 'develop']",0.0
demanded judicious sharing of resources establishing,demand judici share resourc establish,-1,6,Negative,"['demand', 'judici', 'share', 'resourc', 'establish']",0.0
priorities and ongoing induction of manpower eventually,prioriti ongo induct manpow eventu,0,7,Neutral,"['prioriti', 'ongo', 'induct', 'manpow', 'eventu']",0.0
the igmdp had 78 partners including 36 technology,igmdp partner includ technolog,0,8,Neutral,"['igmdp', 'partner', 'includ', 'technolog']",0.0
centres and 41 production centres spread over public,centr product centr spread public,0,8,Neutral,"['centr', 'product', 'centr', 'spread', 'public']",0.0
sector undertakings ordnance factories private industries,sector undertak ordnanc factori privat industri,0,6,Neutral,"['sector', 'undertak', 'ordnanc', 'factori', 'privat', 'industri']",0.0
and professional societies handin hand with a wellknit,profession societi handin hand wellknit,0,8,Neutral,"['profession', 'societi', 'handin', 'hand', 'wellknit']",0.0
bureaucratic structure in the government in the,bureaucrat structur govern,0,7,Neutral,"['bureaucrat', 'structur', 'govern']",0.0
